40200, 242880
40300, 249000
40400, 251480
40500, 248040
40600, 244130
40700, 260710
40800, 249760
40900, 248980
41000, 256840
41100, 245680
41200, 258500
41300, 247380
41400, 257320
41500, 252080
41600, 263150
41700, 758260
41800, 264410
41900, 250960
42000, 255350
42100, 260540
42200, 249950
42300, 409540
42400, 267390
42500, 255460
42600, 249120
42700, 351400
42800, 270720
42900, 264140
43000, 266510
43100, 255740
43200, 254270
43300, 251230
43400, 248380
43500, 251230
43600, 247470
43700, 258480
43800, 936290
43900, 543500
44000, 544230
44100, 560980
44200, 572270
44300, 566660
44400, 600860
44500, 632950
44600, 356030
44700, 270870
44800, 278290
44900, 282110
45000, 264550
45100, 281300
45200, 283080
45300, 269320
45400, 283380
45500, 280120
45600, 282860
45700, 282190
45800, 281610
45900, 282290
46000, 284020
46100, 279600
46200, 290990
46300, 284680
46400, 861980
46500, 289500
46600, 283330
46700, 291010
46800, 298100
46900, 287190
47000, 291800
47100, 291410
47200, 298990
47300, 295460
47400, 291980
47500, 291670
47600, 297540
47700, 300740
47800, 295980
47900, 296300
48000, 296670
48100, 305890
48200, 299630
48300, 299690
48400, 299120
48500, 300900
48600, 300060
48700, 904500
48800, 305380
48900, 300560
49000, 307810
49100, 305100
49200, 301930
49300, 307430
49400, 305760
49500, 304360
49600, 307100
49700, 312380
49800, 309500
49900, 323530
50000, 306520
50100, 314240
50200, 307070
50300, 315880
50400, 312780
50500, 321230
50600, 315290
50700, 313020
50800, 320440
50900, 356380
51000, 1084080
51100, 654120
51200, 663520
51300, 660180
51400, 662670
51500, 664400
51600, 665150
51700, 665500
51800, 673700
51900, 716620
52000, 688950
52100, 693990
52200, 690880
52300, 692250
52400, 703240
52500, 729850
52600, 700860
52700, 681750
52800, 680840
52900, 680390
53000, 680290
53100, 698520
53200, 1618420
53300, 975490
53400, 991470
53500, 994910
53600, 1105340
53700, 1091920
53800, 1133430
53900, 871700
54000, 634490
54100, 631750
54200, 636180
54300, 636930
54400, 635730
54500, 637650
54600, 639240
54700, 643480
54800, 646910
54900, 646790
55000, 645770
55100, 651270
55200, 648910
55300, 652120
55400, 659730
55500, 658120
55600, 658830
55700, 1053920
55800, 619170
55900, 625490
56000, 629480
56100, 628610
56200, 632230
56300, 638710
56400, 637140
56500, 637170
56600, 637150
56700, 635610
56800, 642700
56900, 640000
57000, 640280
57100, 644870
57200, 664900
57300, 648860
57400, 643050
57500, 658190
57600, 647870
57700, 643760
57800, 653600
57900, 653280
58000, 656600
58100, 1170840
58200, 647030
58300, 661490
58400, 654410
58500, 658830
58600, 651360
58700, 634360
58800, 638220
58900, 635080
59000, 636770
59100, 638890
59200, 661320
59300, 683500
59400, 674360
59500, 673480
59600, 669430
59700, 666920
59800, 672230
59900, 674790
60000, 675010
60100, 677870
60200, 675210
60300, 677540
60400, 1186760
60500, 680450
60600, 679850
60700, 681690
60800, 688750
60900, 687570
61000, 685510
61100, 699900
61200, 699060
61300, 691630
61400, 695550
61500, 696460
61600, 700680
61700, 701760
61800, 697780
61900, 710710
62000, 703440
62100, 710580
62200, 701560
62300, 705910
62400, 705200
62500, 709450
62600, 1296120
62700, 714620
62800, 714280
62900, 718910
63000, 715700
63100, 729840
63200, 721010
63300, 723580
63400, 720450
63500, 718790
63600, 726250
63700, 728810
63800, 738540
63900, 777050
64000, 737660
64100, 734420
64200, 728550
64300, 734800
64400, 730800
64500, 735730
64600, 736630
64700, 731700
64800, 1242420
64900, 745140
65000, 744650
65100, 739450
65200, 737060
65300, 747500
65400, 759300
65500, 756210
65600, 741940
65700, 745390
65800, 750300
65900, 754390
66000, 758260
66100, 757680
66200, 760220
66300, 763760
66400, 759570
66500, 767730
66600, 763060
66700, 767690
66800, 765230
66900, 1199120
67000, 780020
67100, 772330
67200, 773270
67300, 770550
67400, 794050
67500, 776780
67600, 776760
67700, 781440
67800, 777430
67900, 779840
68000, 787200
68100, 787590
68200, 785270
68300, 795530
68400, 793830
68500, 789160
68600, 794780
68700, 790720
68800, 794050
68900, 1263880
69000, 814230
69100, 801050
69200, 801760
69300, 800300
69400, 801700
69500, 804360
69600, 782790
69700, 781570
69800, 812310
69900, 811330
70000, 810160
70100, 810230
70200, 822150
70300, 815940
70400, 819020
70500, 819340
70600, 820030
70700, 820440
70800, 1301000
70900, 824930
71000, 832780
71100, 823100
71200, 1151220
71300, 1978430
71400, 2005410
71500, 876980
71600, 836480
71700, 839160
71800, 838820
71900, 848560
72000, 910200
72100, 848330
72200, 844870
72300, 843010
72400, 841750
72500, 843930
72600, 854750
72700, 855740
72800, 1329690
72900, 848780
73000, 849990
73100, 858440
73200, 861230
73300, 854280
73400, 876030
73500, 861290
73600, 866660
73700, 865120
73800, 863520
73900, 865430
74000, 868670
74100, 870810
74200, 876340
74300, 871930
74400, 873830
74500, 875470
74600, 1336740
74700, 876850
74800, 883190
74900, 876860
75000, 889200
75100, 881410
75200, 883240
75300, 893690
75400, 886750
75500, 890210
75600, 891330
75700, 890220
75800, 898900
75900, 900590
76000, 899590
76100, 900570
76200, 896260
76300, 900440
76400, 1685600
76500, 981490
76600, 903650
76700, 914850
76800, 900370
76900, 914190
77000, 905300
77100, 913350
77200, 913160
77300, 912040
77400, 910190
77500, 911130
77600, 913840
77700, 934080
77800, 940330
77900, 921320
78000, 923450
78100, 1151260
78200, 1760830
78300, 1146650
78400, 1151120
78500, 987820
78600, 929720
78700, 932380
78800, 931350
78900, 984280
79000, 945700
79100, 949820
79200, 943020
79300, 944290
79400, 1043180
79500, 1027400
79600, 949090
79700, 958770
79800, 943050
79900, 1624960
80000, 956260
80100, 946750
80200, 954610
80300, 959980
80400, 962480
80500, 958300
80600, 962940
80700, 973150
80800, 967160
80900, 1047830
81000, 964310
81100, 977270
81200, 973490
81300, 965370
81400, 977210
81500, 975030
81600, 1631450
81700, 1000210
81800, 1054780
81900, 975920
82000, 973070
82100, 977030
82200, 1011160
82300, 994080
82400, 997240
82500, 995350
82600, 994180
82700, 999300
82800, 1000530
82900, 1000740
83000, 1003850
83100, 1001360
83200, 993480
83300, 1452760
83400, 1004070
83500, 994820
83600, 1000610
83700, 1020360
83800, 999900
83900, 1001280
84000, 1007230
84100, 1015300
84200, 1010070
84300, 1073420
84400, 1018070
84500, 1009690
84600, 1014020
84700, 1026540
84800, 1008340
84900, 1432930
85000, 1027520
85100, 1027800
85200, 1012140
85300, 1029070
85400, 1016910
85500, 1027310
85600, 1026320
85700, 1027800
85800, 1060900
85900, 1030720
86000, 1031210
86100, 1035710
86200, 1041430
86300, 1034070
86400, 1030500
86500, 1927910
86600, 1047080
86700, 1019290
86800, 1056510
86900, 1054790
87000, 1061350
87100, 1058680
87200, 1053300
87300, 1055420
87400, 1060440
87500, 1057310
87600, 1112830
87700, 1076550
87800, 1082590
87900, 1057440
88000, 1048330
88100, 1458390
88200, 1074440
88300, 1076950
88400, 1058360
88500, 1059620
88600, 1093450
88700, 1069050
88800, 1063530
88900, 1087760
89000, 1069280
89100, 1086090
89200, 1078910
89300, 1079900
89400, 1085060
89500, 1114450
89600, 1760590
89700, 1082340
89800, 1082530
89900, 1092350
90000, 1083870
90100, 1089110
90200, 1092310
90300, 1083220
90400, 1093310
90500, 1097240
90600, 1107860
90700, 1108820
90800, 1096340
90900, 1117870
91000, 1107640
91100, 1494960
91200, 1320770
91300, 1368740
91400, 1269700
91500, 1108750
91600, 1108010
91700, 1109820
91800, 1115580
91900, 1115020
92000, 1114300
92100, 1122870
92200, 1125090
92300, 1118370
92400, 1120230
92500, 1135320
92600, 1764290
92700, 1122020
92800, 1125600
92900, 1130610
93000, 1123760
93100, 1164830
93200, 1137580
93300, 1132860
93400, 1134310
93500, 1133010
93600, 1138120
93700, 1139890
93800, 1147890
93900, 1158610
94000, 1265040
94100, 1747170
94200, 1232430
94300, 1390650
94400, 1158630
94500, 1150620
94600, 1171790
94700, 1152140
94800, 1157400
94900, 1154980
95000, 1162610
95100, 1161240
95200, 1158350
95300, 1160210
95400, 1161940
95500, 1857510
95600, 1164780
95700, 1165070
95800, 1186890
95900, 1171220
96000, 1175850
96100, 1171400
96200, 1170560
96300, 1174440
96400, 1176670
96500, 1201430
96600, 1182600
96700, 1188870
96800, 1179640
96900, 1855230
97000, 1182550
97100, 1182840
97200, 1182450
97300, 1177110
97400, 1147970
97500, 1190060
97600, 1216870
97700, 1192020
97800, 1198600
97900, 1195450
98000, 1194680
98100, 1197970
98200, 1197730
98300, 2100770
98400, 1204730
98500, 1204570
98600, 1206110
98700, 1209470
98800, 1208160
98900, 1210360
99000, 1216800
99100, 1215180
99200, 1213520
99300, 1216710
99400, 1216190
99500, 1220760
99600, 1220050
99700, 1793730
99800, 1068330
99900, 1096110
100000, 1109750
