Edible,Cap-Shape,,,,,,,,,,,,,,,,,,,,,
1,3,0,y,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
1,2,2,0,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p
1,0,3,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
1,3,3,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
1,2,3,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
1,3,2,0,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
0,2,2,0,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u
1,3,2,0,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g
1,2,3,0,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g
0,2,2,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g
1,3,0,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
1,2,0,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g
1,2,2,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
1,2,3,0,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g
1,0,3,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,3,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
1,3,2,0,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g
1,5,0,0,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
1,2,0,0,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
1,0,3,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,2,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,2,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
1,2,3,0,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
1,2,3,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
1,3,2,0,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g
1,2,3,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
1,0,3,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
1,2,2,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,0,0,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
1,0,3,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
1,3,2,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g
1,2,2,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
1,0,2,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
1,2,2,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
1,2,2,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g
1,0,2,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
1,0,2,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
1,2,3,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
1,2,3,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
1,5,0,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u
1,2,0,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
1,2,3,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
0,2,2,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
1,2,2,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g
1,5,0,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
1,2,2,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g
1,2,3,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
1,5,0,0,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,y,u
0,2,3,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g
1,2,2,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
0,3,2,0,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g
1,3,3,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g
1,2,3,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
1,2,3,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
1,0,3,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
1,3,0,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
1,2,3,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
1,0,3,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
1,0,3,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
1,0,2,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
1,3,3,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
1,2,2,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
1,3,3,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
0,2,2,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u
1,3,0,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
1,2,2,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
0,2,3,0,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g
1,0,3,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
1,2,2,0,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
1,0,2,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
1,5,0,0,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
1,3,2,0,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
1,2,2,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
1,2,0,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g
1,3,0,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
1,2,2,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
1,0,3,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
1,0,2,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
1,2,2,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
1,2,3,0,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
1,2,2,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
1,5,0,0,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
1,2,3,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
1,2,2,0,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
1,0,2,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
1,2,2,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
1,0,2,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
1,0,3,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
1,0,3,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
1,0,2,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
1,2,0,0,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,y,u
1,3,2,0,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g
1,2,2,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
1,3,2,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
1,0,3,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
1,0,3,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
1,2,2,0,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g
1,0,3,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,0,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u
1,0,3,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
1,2,0,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
1,0,2,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
1,3,2,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g
1,0,2,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
1,0,2,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
1,0,2,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
1,2,2,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
1,0,3,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
0,2,2,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
1,5,0,0,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u
1,3,0,0,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u
1,2,3,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
1,3,2,0,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p
0,2,2,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g
1,0,3,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
1,3,0,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
1,0,2,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
1,2,2,0,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
1,2,0,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
1,2,3,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
1,0,3,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
1,3,3,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
1,2,3,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
1,3,0,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u
1,0,3,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,3,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
1,2,2,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
1,3,3,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
1,2,2,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
1,0,3,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,3,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
1,2,0,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
1,3,2,0,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
0,2,3,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
1,0,3,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
1,0,3,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
1,0,2,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
1,0,2,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
1,2,3,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
1,0,3,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
1,2,0,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
1,2,0,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
1,3,2,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g
1,0,3,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
1,2,3,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,2,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,2,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
1,5,0,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
1,2,3,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
0,2,3,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g
1,2,2,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g
1,3,0,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
1,2,2,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
1,0,2,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,3,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
1,2,3,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
0,2,2,0,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
1,0,3,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
1,2,0,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u
0,2,2,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u
1,2,2,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
1,3,0,0,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
1,0,3,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
1,2,0,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
1,2,2,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
1,0,2,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
1,2,2,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g
1,3,2,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p
1,3,2,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
1,2,3,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,3,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
0,2,3,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
1,3,0,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
1,2,3,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
1,2,3,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
1,2,2,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
1,3,2,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
1,2,3,0,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
1,3,2,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g
0,2,3,0,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g
1,5,0,0,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
1,0,2,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
1,0,3,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
1,0,2,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
1,3,0,0,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
1,2,3,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
1,0,2,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
1,0,2,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
1,3,2,0,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g
0,2,2,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g
1,2,3,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
1,2,2,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
1,3,0,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
1,3,0,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u
1,3,3,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g
1,2,2,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
1,0,3,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
0,3,2,0,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u
1,2,3,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
0,3,3,0,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u
1,2,2,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
1,2,2,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
1,3,2,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
1,2,2,0,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
1,3,2,0,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g
1,2,2,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
1,3,0,0,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g
1,2,3,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
0,2,2,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g
1,0,2,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
1,5,0,0,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
1,2,3,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
1,0,2,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
1,3,2,0,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g
1,0,2,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
1,0,2,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,2,0,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
1,3,0,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
1,2,0,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u
1,0,2,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
1,2,3,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
1,0,2,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
1,2,3,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
1,0,3,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
1,2,3,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
1,2,0,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
1,3,3,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
0,2,2,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g
1,2,0,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
1,0,2,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
